adsorbent,temperature(k),pressure,total_adsorption,pore diameter (A),micro pore volume (ml/g),BET surface area (m2/g),Cation,Si/Al ratio
0.8035714285714285,0.34210526315789513,0.018797890349785167,0.018797890349785167,0.22580645161290325,0.6745754826703885,0.6881067961165047,0.7142857142857142,0.0
0.8035714285714285,0.34210526315789513,0.021693734744833118,0.021693734744833118,0.22580645161290325,0.6745754826703885,0.6881067961165047,0.7142857142857142,0.0
0.8035714285714285,0.34210526315789513,0.023695792598725493,0.023695792598725493,0.22580645161290325,0.6745754826703885,0.6881067961165047,0.7142857142857142,0.0
0.8035714285714285,0.34210526315789513,0.025483440675712028,0.025483440675712028,0.22580645161290325,0.6745754826703885,0.6881067961165047,0.7142857142857142,0.0
0.8035714285714285,0.34210526315789513,0.02659161199554832,0.02659161199554832,0.22580645161290325,0.6745754826703885,0.6881067961165047,0.7142857142857142,0.0
0.17857142857142855,0.6710526315789478,0.0005734592843908083,0.0005734592843908083,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.025046721682760526,0.025046721682760526,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.04989745728053308,0.04989745728053308,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.07505567104735564,0.07505567104735564,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.10021388481417819,0.10021388481417819,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.12521960940773208,0.12521960940773208,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.15007034500550462,0.15007034500550462,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.17522855877232718,0.17522855877232718,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.20038677253914974,0.20038677253914974,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.22554498630597228,0.22554498630597228,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.0007959434880123511,0.0007959434880123511,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.025151714228289792,0.025151714228289792,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.04983996136274325,0.04983996136274325,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.0750106742421288,0.0750106742421288,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.10018138712151438,0.10018138712151438,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.12486963425596782,0.12486963425596782,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.025354199851810526,0.025354199851810526,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.050064945388877395,0.050064945388877395,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.07477319110343165,0.07477319110343165,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.10011389191367412,0.10011389191367412,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.12514461473235403,0.12514461473235403,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.14986285973695868,0.14986285973695868,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.17458110474156335,0.17458110474156335,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.19929934974616806,0.19929934974616806,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.22527000582958612,0.22527000582958612,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.2509306839214416,0.2509306839214416,0.0,0.7908816003721796,0.7702669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.34210526315789513,0.005498584600493366,0.005498584600493366,1.0,0.6745754826703885,0.8549757281553397,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.34210526315789513,0.011233477423102961,0.011233477423102961,1.0,0.6745754826703885,0.8549757281553397,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.34210526315789513,0.018879984521099003,0.018879984521099003,1.0,0.6745754826703885,0.8549757281553397,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.34210526315789513,0.03608468798715291,0.03608468798715291,1.0,0.6745754826703885,0.8549757281553397,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.34210526315789513,0.0571126949986551,0.0571126949986551,1.0,0.6745754826703885,0.8549757281553397,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.34210526315789513,0.0915220019378624,0.0915220019378624,1.0,0.6745754826703885,0.8549757281553397,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.34210526315789513,0.12593130887706974,0.12593130887706974,1.0,0.6745754826703885,0.8549757281553397,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.34210526315789513,0.19283830848009792,0.19283830848009792,1.0,0.6745754826703885,0.8549757281553397,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.34210526315789513,0.29606497938646353,0.29606497938646353,1.0,0.6745754826703885,0.8549757281553397,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.34210526315789513,0.49296349959152896,0.49296349959152896,1.0,0.6745754826703885,0.8549757281553397,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.34210526315789513,0.0038491017137783218,0.0038491017137783218,1.0,0.6745754826703885,0.8549757281553397,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.34210526315789513,0.008764702706107866,0.008764702706107866,1.0,0.6745754826703885,0.8549757281553397,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.34210526315789513,0.02154532028225996,0.02154532028225996,1.0,0.6745754826703885,0.8549757281553397,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.34210526315789513,0.048089585639419605,0.048089585639419605,1.0,0.6745754826703885,0.8549757281553397,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.34210526315789513,0.09036408415002534,0.09036408415002534,1.0,0.6745754826703885,0.8549757281553397,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.34210526315789513,0.1385369138791146,0.1385369138791146,1.0,0.6745754826703885,0.8549757281553397,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.34210526315789513,0.20833870795173542,0.20833870795173542,1.0,0.6745754826703885,0.8549757281553397,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.34210526315789513,0.314516169351976,0.314516169351976,1.0,0.6745754826703885,0.8549757281553397,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.34210526315789513,0.41381161937502436,0.41381161937502436,1.0,0.6745754826703885,0.8549757281553397,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.4078947368421053,0.007047199648824934,0.007047199648824934,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.4078947368421053,0.01196280064115448,0.01196280064115448,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.4078947368421053,0.026709603618143115,0.026709603618143115,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.4078947368421053,0.0488300330676522,0.0488300330676522,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.4078947368421053,0.07586586352368982,0.07586586352368982,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.4078947368421053,0.12256429793484662,0.12256429793484662,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.4078947368421053,0.1790937843413118,0.1790937843413118,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.4078947368421053,0.2552853747383936,0.2552853747383936,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.4078947368421053,0.36834484751582636,0.36834484751582636,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.4078947368421053,0.5133545518268203,0.5133545518268203,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.4078947368421053,0.7542199503835227,0.7542199503835227,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.6052631578947372,0.007047199648824934,0.007047199648824934,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.6052631578947372,0.01687842663170915,0.01687842663170915,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.6052631578947372,0.026709603618143115,0.026709603618143115,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.6052631578947372,0.05374543407418074,0.05374543407418074,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.6052631578947372,0.13485317542454486,0.13485317542454486,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.6052631578947372,0.2552853747383936,0.2552853747383936,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.6052631578947372,0.5059825752371582,0.5059825752371582,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.6052631578947372,0.7542199503835227,0.7542199503835227,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.6052631578947372,0.9950853489402253,0.9950853489402253,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.802631578947369,0.007047199648824934,0.007047199648824934,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.802631578947369,0.01196280064115448,0.01196280064115448,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.802631578947369,0.02425185311842859,0.02425185311842859,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.802631578947369,0.0463722075732623,0.0463722075732623,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.802631578947369,0.08078151451246961,0.08078151451246961,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.802631578947369,0.11764864694606683,0.11764864694606683,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.802631578947369,0.1766359588469219,0.1766359588469219,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.802631578947369,0.2503707236786188,0.2503707236786188,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.802631578947369,0.37325949857560115,0.37325949857560115,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.802631578947369,0.5010679241773834,0.5010679241773834,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.802631578947369,0.6264140246042531,0.6264140246042531,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.802631578947369,0.8697392485133555,0.8697392485133555,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,0.802631578947369,0.9926280234103378,0.9926280234103378,1.0,0.6745754826703885,0.8094660194174756,0.7142857142857142,0.007931034482758621
0.17857142857142855,1.0,7.849442689569041e-05,7.849442689569041e-05,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.00010349265202170646,0.00010349265202170646,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.00012849087714772252,0.00012849087714772252,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.00015348910227373856,0.00015348910227373856,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.00017848732739975462,0.00017848732739975462,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.00020348555252577068,0.00020348555252577068,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.0002534820027778028,0.0002534820027778028,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.0003034784530298349,0.0003034784530298349,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.000353474903281867,0.000353474903281867,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.00037847312840788306,0.00037847312840788306,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.0004284695786599152,0.0004284695786599152,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.00045346780378593125,0.00045346780378593125,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.0005284624791639794,0.0005284624791639794,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.0005784589294160115,0.0005784589294160115,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.0006284553796680435,0.0006284553796680435,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.0007034500550460918,0.0007034500550460918,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.0007784447304241399,0.0007784447304241399,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.0008784376309282041,0.0008784376309282041,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.0009534323063062523,0.0009534323063062523,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.0011784163324403967,0.0011784163324403967,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.0015033932590786056,0.0015033932590786056,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.0018783666359688462,0.0018783666359688462,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.002278338237985103,0.002278338237985103,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.003003286766639569,0.003003286766639569,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.003678238845042002,0.003678238845042002,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.004578174949578581,0.004578174949578581,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.004603173174704597,0.004603173174704597,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.005928079106383448,0.005928079106383448,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.007402974388818394,0.007402974388818394,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.00932783772352163,0.00932783772352163,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.009827802226041953,0.009827802226041953,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.011902654911501285,0.011902654911501285,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.014827447251245162,0.014827447251245162,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.014852445476371177,0.014852445476371177,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.018927156171911794,0.018927156171911794,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.019827092276448376,0.019827092276448376,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.021226992883505272,0.021226992883505272,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.023876804746862972,0.023876804746862972,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.024826737301651584,0.024826737301651584,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.025376698254423936,0.025376698254423936,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.026976584662488968,0.026976584662488968,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.029826382326854795,0.029826382326854795,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.030126361028366987,0.030126361028366987,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.034826027352058,0.034826027352058,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.03982567237726122,0.03982567237726122,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.044825317402464426,0.044825317402464426,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.0500749446789278,0.0500749446789278,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.06257405724193582,0.06257405724193582,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.07507316980494384,0.07507316980494384,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.08757228236795188,0.08757228236795188,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.1000713949309599,0.1000713949309599,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.11257050749396792,0.11257050749396792,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,1.0,0.12506962005697597,0.12506962005697597,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,7.849442689569041e-05,7.849442689569041e-05,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.00010349265202170646,0.00010349265202170646,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.00012849087714772252,0.00012849087714772252,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.00015348910227373856,0.00015348910227373856,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.00017848732739975462,0.00017848732739975462,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.00020348555252577068,0.00020348555252577068,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
0.17857142857142855,0.6710526315789478,0.00022848377765178674,0.00022848377765178674,1.0,0.6745754826703885,0.6577669902912621,0.7142857142857142,0.008620689655172417
