
filename,"10.1007s10450020002963.Isotherm1"
line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"1.0E-5","1","0.03729",""
2,"1.0E-5","1","0.0741",""
3,"1.0E-5","1","0.11152",""
4,"2.0E-5","1","0.14725",""
5,"2.0E-5","1","0.18512",""
6,"3.0E-5","1","0.26096",""
7,"4.0E-5","1","0.33349",""
8,"5.0E-5","1","0.41246",""
9,"6.0E-5","1","0.5271",""
10,"8.0E-5","1","0.63096",""
11,"0.0001","1","0.74303",""
12,"0.00014","1","0.90409",""
13,"0.00019","1","1.04741",""
14,"0.00027","1","1.21345",""
15,"0.00042","1","1.38302",""
16,"0.00061","1","1.57628",""
17,"0.00122","1","1.88686",""
18,"0.00247","1","2.29587",""
19,"0.00454","1","2.88639",""
20,"0.01536","1","3.45511",""
21,"0.02904","1","4.06881",""
22,"0.05339","1","4.48819",""
23,"0.07976","1","4.63737",""
24,"0.15429","1","4.90391",""
25,"0.22","1","5.11744",""
26,"0.27524","1","5.24555",""
27,"0.34952","1","5.37367",""
28,"0.40571","1","5.45196",""
29,"0.45429","1","5.51601",""
30,"0.50571","1","5.56584",""
31,"0.55524","1","5.61566",""
32,"0.60667","1","5.65836",""
33,"0.65714","1","5.70107",""
34,"0.70857","1","5.73665",""
35,"0.75905","1","5.77224",""
36,"0.81048","1","5.80783",""
37,"0.86095","1","5.82918",""
38,"0.91143","1","5.85765",""
39,"0.96286","1","5.88612",""
