
filename,"10.1007s10450020002963.Isotherm2"
9,"0.00012","1","0.51855",""
10,"0.00016","1","0.63096",""
11,"0.0002","1","0.74303",""
12,"0.00029","1","0.88943",""
13,"0.00039","1","1.03043",""
14,"0.00065","1","1.27446",""
15,"0.0012","1","1.55072",""
16,"0.00616","1","2.45103",""
17,"0.01375","1","2.93397",""
18,"0.02112","1","3.34395",""
19,"0.03623","1","3.68862",""
20,"0.05413","1","3.93791",""
21,"0.08088","1","4.20406",""
22,"0.15238","1","4.53381",""
23,"0.21619","1","4.76157",""
24,"0.27238","1","4.90391",""
25,"0.33238","1","5.02491",""
26,"0.40476","1","5.13167",""
27,"0.45524","1","5.20996",""
28,"0.50476","1","5.2669",""
29,"0.55619","1","5.31673",""
30,"0.60667","1","5.37367",""
31,"0.65714","1","5.41637",""
32,"0.70952","1","5.45196",""
33,"0.75905","1","5.48754",""
34,"0.80952","1","5.52313",""
35,"0.8619","1","5.56584",""
36,"0.91238","1","5.58719",""
37,"0.96286","1","5.62278",""
